versionTrama,idRegistro,idOperador,idVehiculo,idRuta,idConductor,fechaHoraLecturaDato,fechaHoraEnvioDato,tipoBus,latitud,longitud,tipoTrama,tecnologiaMotor,tramaRetransmitida,tipoFreno,codigoAlarma,nivelAlarma,estadoCinturonSeguridad
E.1.0.0,577566,PB,Z374012,A617,No Disponible,2024-07-24 03:56:11.515,2024-07-24 03:56:12.026,T,4.592675,-74.181681,3,3,False,2,ALA8,N/A,False
E.1.0.0,577568,PB,Z374012,A617,No Disponible,2024-07-24 03:56:21.305,2024-07-24 03:56:22.436,T,4.592675,-74.181681,3,3,False,2,ALA8,N/A,False
E.1.0.0,577569,PB,Z374012,A617,No Disponible,2024-07-24 03:56:22.315,2024-07-24 03:56:23.226,T,4.592675,-74.181681,3,3,False,2,ALA8,N/A,False
E.1.0.0,577570,PB,Z374012,A617,No Disponible,2024-07-24 03:56:23.335,2024-07-24 03:56:24.050,T,4.592675,-74.181681,3,3,False,2,ALA8,N/A,False
E.1.0.0,577572,PB,Z374012,A617,No Disponible,2024-07-24 03:56:25.345,2024-07-24 03:56:25.386,T,4.592575,-74.181539,3,3,False,2,ALA8,N/A,False
E.1.0.0,583893,PB,Z374012,No Disponible,No Disponible,2024-07-24 23:14:03.905,2024-07-24 23:14:04.876,T,4.592611,-74.180892,3,3,False,2,ALA8,N/A,False
E.1.0.0,583894,PB,Z374012,No Disponible,No Disponible,2024-07-24 23:14:04.905,2024-07-24 23:14:05.757,T,4.592592,-74.180867,3,3,False,2,ALA8,N/A,False
E.1.0.0,577571,PB,Z374012,A617,No Disponible,2024-07-24 03:56:24.346,2024-07-24 03:56:24.586,T,4.592589,-74.181575,3,3,False,2,ALA8,N/A,False
E.1.0.0,583892,PB,Z374012,No Disponible,No Disponible,2024-07-24 23:14:02.906,2024-07-24 23:14:03.286,T,4.592611,-74.180892,3,3,False,2,ALA8,N/A,False
E.1.0.0,577566,PB,Z374012,A617,No Disponible,2024-07-24 03:56:11.515,2024-07-24 03:56:12.026,T,4.592675,-74.181681,3,3,False,2,ALA8,N/A,False
